accountnumber,b2bcnt2y,model2score,sbfecardcount
a3P4u000004AtR9EAK,0.0,717,-99.0
a3P4u000004AtRJEA0,0.0,731,-99.0
a3P4u000004AtROEA0,-99999.0,222,-99.0
a3P4u000004AtRTEA0,0.0,782,4.0
a3P4u000004AtS2EAK,0.0,666,-99.0
a3P4u000004AtS7EAK,0.0,670,1.0
a3P4u000004AtSMEA0,0.0,678,1.0
a3P4u000004AtSREA0,0.0,722,-99.0
a3P4u000004AtSqEAK,0.0,717,-99.0
a3P4u000004AtTKEA0,0.0,729,3.0
a3P4u000004AtWsEAK,0.0,641,-99.0
a3P4u000004AtYKEA0,0.0,754,-99.0
a3P4u000004AtbOEAS,0.0,660,0.0
a3P4u000004AtdUEAS,0.0,729,-99.0
a3P4u000004AteIEAS,0.0,682,-99.0
a3P4u000004AteXEAS,0.0,753,2.0
a3P4u000004AtjcEAC,-99999.0,222,-99.0
a3P4u000004AtkaEAC,0.0,682,-99.0
a3P4u000004AtkzEAC,0.0,733,1.0
a3P4u000004AtlTEAS,0.0,666,-99.0
a3P4u000004AtmCEAS,1.0,706,2.0
a3P4u000004AtmHEAS,0.0,729,2.0
a3P4u000004AtnFEAS,0.0,728,-99.0
a3P4u000004AtnjEAC,-99999.0,222,-99.0
a3P4u000004AtnyEAC,0.0,715,-99.0
a3P4u000004Ato3EAC,1.0,709,1.0
a3P4u000004Ato8EAC,3.0,736,3.0
a3P4u000004AtoSEAS,-99999.0,222,-99.0
a3P4u000004AtpzEAC,2.0,650,-99.0
a3P4u000004AtqEEAS,0.0,672,-99.0
a3P4u000004AtrvEAC,1.0,616,2.0
a3P4u000004Ats0EAC,1.0,579,0.0
a3P4u000004AtsAEAS,-99999.0,222,-99.0
a3P4u000004AtstEAC,-99999.0,222,-99.0
a3P4u000004AtsyEAC,0.0,704,1.0
a3P4u000004AttDEAS,0.0,607,-99.0
a3P4u000004AttXEAS,0.0,727,1.0
a3P4u000004AtuAEAS,0.0,744,-99.0
a3P4u000004AtuFEAS,-99999.0,222,-99.0
a3P4u000004AtuPEAS,0.0,693,-99.0
a3P4u000004AtuZEAS,1.0,593,-99.0
a3P4u000004AtvcEAC,0.0,728,-99.0
a3P4u000004AtwLEAS,0.0,728,1.0
a3P4u000004AtxOEAS,0.0,703,-99.0
a3P4u000004Atz5EAC,2.0,645,1.0
a3P4u000004AtzPEAS,0.0,709,-99.0
a3P4u000004AtzZEAS,0.0,677,1.0
a3P4u000004Au0hEAC,0.0,725,1.0
a3P4u000004Au1BEAS,-99999.0,222,-99.0
a3P4u000004Au1QEAS,1.0,655,1.0
a3P4u000004Au1fEAC,0.0,655,2.0
a3P4u000004Au1pEAC,-99999.0,222,-99.0
a3P4u000004Au2YEAS,4.0,810,7.0
a3P4u000004Au2sEAC,0.0,731,-99.0
a3P4u000004Au3CEAS,-99999.0,222,-99.0
a3P4u000004Au3MEAS,0.0,713,-99.0
a3P4u000004Au4UEAS,0.0,724,6.0
a3P4u000004Au5XEAS,0.0,699,-99.0
a3P4u000004Au6VEAS,1.0,721,2.0
a3P4u000004Au7EEAS,1.0,725,-99.0
a3P4u000004Au7YEAS,0.0,777,3.0
a3P4u000004Au7nEAC,0.0,706,-99.0
a3P4u000004Au7sEAC,0.0,666,-99.0
a3P4u000004Au8HEAS,0.0,701,-99.0
a3P4u000004Au8bEAC,0.0,727,-99.0
a3P4u000004AuDWEA0,0.0,650,-99.0
a3P4u000004AuDbEAK,8.0,789,7.0
a3P4u000004AuDgEAK,0.0,709,-99.0
a3P4u000004AuDlEAK,0.0,664,2.0
a3P4u000004AuE5EAK,0.0,664,-99.0
a3P4u000004AuEFEA0,1.0,688,-99.0
a3P4u000004AuF3EAK,0.0,673,1.0
a3P4u000004AuFDEA0,0.0,689,1.0
a3P4u000004AuFmEAK,0.0,727,-99.0
a3P4u000004AuFwEAK,0.0,741,-99.0
a3P4u000004AuG6EAK,2.0,655,1.0
a3P4u000004AuHEEA0,0.0,676,-99.0
a3P4u000004AuHJEA0,0.0,685,3.0
a3P4u000004AuHYEA0,0.0,717,-99.0
a3P4u000004AuHxEAK,0.0,661,-99.0
a3P4u000004AuIWEA0,-99999.0,222,-99.0
a3P4u000004AuIbEAK,0.0,698,1.0
a3P4u000004AuIqEAK,0.0,779,4.0
a3P4u000004AuJAEA0,0.0,710,1.0
a3P4u000004AuJFEA0,2.0,629,4.0
a3P4u000004AuJoEAK,-99999.0,222,-99.0
a3P4u000004AuJyEAK,0.0,708,1.0
a3P4u000004AuKDEA0,1.0,767,0.0
a3P4u000004AuKIEA0,-99999.0,740,0.0
a3P4u000004AuKSEA0,0.0,704,-99.0
a3P4u000004AuKhEAK,0.0,700,-99.0
a3P4u000004AuKmEAK,0.0,645,-99.0
a3P4u000004AuKwEAK,0.0,742,1.0
a3P4u000004AuL1EAK,0.0,685,-99.0
a3P4u000004AuMOEA0,-99999.0,222,-99.0
a3P4u000004AuOCEA0,0.0,729,-99.0
a3P4u000004AuOgEAK,-99999.0,222,-99.0
a3P4u000004AuOqEAK,0.0,745,-99.0
a3P4u000004AuPAEA0,0.0,802,2.0
a3P4u000004AuPUEA0,0.0,725,0.0
a3P4u000004AuPeEAK,0.0,671,-99.0
a3P4u000004AuQrEAK,0.0,664,-99.0
a3P4u000004AuR1EAK,0.0,806,2.0
a3P4u000004AuRBEA0,-99999.0,707,1.0
a3P4u000004AuRLEA0,0.0,641,-99.0
a3P4u000004AuRVEA0,1.0,504,1.0
a3P4u000004AuRfEAK,0.0,707,-99.0
a3P4u000004AuRzEAK,0.0,664,-99.0
a3P4u000004AuS4EAK,0.0,730,1.0
a3P4u000004AuSEEA0,0.0,736,4.0
a3P4u000004AuSJEA0,0.0,689,-99.0
a3P4u000004AuSYEA0,0.0,671,-99.0
a3P4u000004AuT7EAK,1.0,791,1.0
a3P4u000004AuTCEA0,0.0,665,1.0
a3P4u000004AuUAEA0,0.0,693,-99.0
a3P4u000004AuUFEA0,0.0,706,-99.0
a3P4u000004AuUoEAK,0.0,680,-99.0
a3P4u000004AuV3EAK,0.0,702,-99.0
a3P4u000004AuVNEA0,0.0,690,0.0
a3P4u000004AuVcEAK,2.0,773,5.0
a3P4u000004AuVmEAK,0.0,704,-99.0
a3P4u000004AuVrEAK,4.0,854,7.0
a3P4u000004AuWQEA0,0.0,687,1.0
a3P4u000004AuYqEAK,0.0,662,-99.0
a3P4u000004AuZAEA0,0.0,751,3.0
a3P4u000004AuZKEA0,0.0,668,-99.0
a3P4u000004AuZPEA0,0.0,633,-99.0
a3P4u000004AueKEAS,0.0,665,-99.0
a3P4u000004AuePEAS,0.0,697,-99.0
a3P4u000004AuetEAC,0.0,616,-99.0
a3P4u000004Auf8EAC,0.0,647,-99.0
a3P4u000004AugGEAS,2.0,704,0.0
a3P4u000004AugQEAS,-99999.0,222,-99.0
a3P4u000004AugkEAC,0.0,690,-99.0
a3P4u000004AugpEAC,0.0,707,-99.0
a3P4u000004AugzEAC,0.0,695,-99.0
a3P4u000004Auh4EAC,0.0,663,-99.0
a3P4u000004AuhEEAS,0.0,688,2.0
a3P4u000004AuhTEAS,1.0,828,10.0
a3P4u000004AuhYEAS,0.0,698,-99.0
a3P4u000004AuhnEAC,1.0,624,-99.0
a3P4u000004AuiHEAS,0.0,705,-99.0
a3P4u000004AuiWEAS,1.0,682,-99.0
a3P4u000004AujAEAS,0.0,704,-99.0
a3P4u000004AujKEAS,0.0,676,-99.0
a3P4u000004AujZEAS,-99999.0,749,11.0
a3P4u000004AujlEAC,1.0,705,-99.0
a3P4u000004AukKEAS,0.0,675,-99.0
a3P4u000004AukjEAC,0.0,691,1.0
a3P4u000004AukoEAC,0.0,643,2.0
a3P4u000004AukyEAC,1.0,596,-99.0
a3P4u000004AulNEAS,0.0,707,1.0
a3P4u000004AulXEAS,2.0,806,2.0
a3P4u000004AulmEAC,0.0,703,-99.0
a3P4u000004AumQEAS,0.0,740,-99.0
a3P4u000004AumVEAS,0.0,757,-99.0
a3P4u000004AumaEAC,0.0,689,3.0
a3P4u000004AumfEAC,0.0,688,-99.0
a3P4u000004Aun9EAC,2.0,654,4.0
a3P4u000004AunEEAS,0.0,670,-99.0
a3P4u000004AunOEAS,0.0,715,-99.0
a3P4u000004AunYEAS,0.0,675,-99.0
a3P4u000004AunnEAC,0.0,716,-99.0
a3P4u000004AuoWEAS,0.0,670,-99.0
a3P4u000004AuobEAC,0.0,749,-99.0
a3P4u000004AupZEAS,0.0,708,-99.0
a3P4u000004AupyEAC,0.0,627,-99.0
a3P4u000004AurVEAS,0.0,675,-99.0
a3P4u000004AurfEAC,0.0,722,-99.0
a3P4u000004Aus4EAC,-99999.0,222,-99.0
a3P4u000004Aux4EAC,0.0,703,-99.0
a3P4u000004AuxdEAC,0.0,734,-99.0
a3P4u000004AuxiEAC,0.0,709,-99.0
a3P4u000004AuxxEAC,1.0,771,3.0
a3P4u000004AuyvEAC,0.0,703,-99.0
a3P4u000004AuzAEAS,0.0,626,-99.0
a3P4u000004AuzFEAS,3.0,639,1.0
a3P4u000004AuzPEAS,1.0,724,1.0
a3P4u000004Av3qEAC,0.0,659,-99.0
a3P4u000004Av3vEAC,0.0,608,-99.0
a3P4u000004Av4tEAC,1.0,646,-99.0
a3P4u000004Av4yEAC,0.0,752,1.0
a3P4u000004Av9oEAC,0.0,687,-99.0
a3P4u000004Av9tEAC,0.0,679,-99.0
a3P4u000004AvAXEA0,2.0,522,0.0
a3P4u000004AvB1EAK,-99999.0,222,-99.0
a3P4u000004AvBzEAK,0.0,650,1.0
a3P4u000004AvCEEA0,0.0,719,1.0
a3P4u000004AvCdEAK,0.0,687,-99.0
a3P4u000004AvD2EAK,0.0,772,1.0
a3P4u000004AvDWEA0,0.0,674,0.0
a3P4u000004AvDbEAK,0.0,693,1.0
a3P4u000004AvJeEAK,0.0,605,1.0
a3P4u000004AvJtEAK,2.0,592,-99.0
a3P4u000004AvJyEAK,0.0,620,-99.0
a3P4u000004AvKDEA0,0.0,696,-99.0
a3P4u000004AvKIEA0,-99999.0,222,-99.0
a3P4u000004AvKrEAK,0.0,667,-99.0
a3P4u000004AvL1EAK,0.0,694,-99.0
a3P4u000004AvLLEA0,-99999.0,222,-99.0
a3P4u000004AvLVEA0,0.0,715,-99.0
a3P4u000004AvMJEA0,0.0,668,-99.0
a3P4u000004AvMOEA0,0.0,672,1.0
a3P4u000004AvMdEAK,0.0,703,-99.0
a3P4u000004AvNHEA0,5.0,501,0.0
a3P4u000004AvNgEAK,1.0,683,1.0
a3P4u000004AvNqEAK,0.0,652,1.0
a3P4u000004AvO0EAK,2.0,654,1.0
a3P4u000004AvOtEAK,-99999.0,222,-99.0
a3P4u000004AvP3EAK,1.0,710,-99.0
a3P4u000004AvPDEA0,0.0,720,-99.0
a3P4u000004AvPIEA0,0.0,713,1.0
a3P4u000004AvPNEA0,-99999.0,704,1.0
a3P4u000004AvPcEAK,0.0,683,0.0
a3P4u000004AvQfEAK,0.0,691,-99.0
a3P4u000004AvQkEAK,1.0,719,2.0
a3P4u000004AvRdEAK,-99999.0,222,-99.0
a3P4u000004AvRiEAK,0.0,749,-99.0
a3P4u000004AvS2EAK,1.0,750,4.0
a3P4u000004AvSCEA0,5.0,636,6.0
a3P4u000004AvSMEA0,-99999.0,222,-99.0
a3P4u000004AvSbEAK,0.0,687,-99.0
a3P4u000004AvSgEAK,0.0,768,-99.0
a3P4u000004AvSqEAK,1.0,578,-99.0
a3P4u000004AvTAEA0,0.0,694,-99.0
a3P4u000004AvTKEA0,-99999.0,222,-99.0
a3P4u000004AvTUEA0,0.0,703,-99.0
a3P4u000004AvTtEAK,-99999.0,222,-99.0
a3P4u000004AvU9EAK,0.0,733,0.0
a3P4u000004AvUmEAK,1.0,756,-99.0
a3P4u000004AvV1EAK,0.0,703,-99.0
a3P4u000004AvVaEAK,1.0,756,-99.0
a3P4u000004AvVfEAK,0.0,690,-99.0
a3P4u000004AvVkEAK,-99999.0,222,-99.0
a3P4u000004AvVpEAK,0.0,707,-99.0
a3P4u000004AvW4EAK,0.0,639,-99.0
a3P4u000004AvXCEA0,0.0,674,-99.0
a3P4u000004AvYZEA0,0.0,678,-99.0
a3P4u000004AvYeEAK,0.0,626,-99.0
a3P4u000004AvdZEAS,0.0,653,3.0
a3P4u000004AveDEAS,0.0,645,1.0
a3P4u000004AveSEAS,0.0,728,-99.0
a3P4u000004AvewEAC,2.0,674,-99.0
a3P4u000004AvfBEAS,-99999.0,222,-99.0
a3P4u000004AvfLEAS,0.0,779,2.0
a3P4u000004AvfaEAC,4.0,737,1.0
a3P4u000004AvffEAC,0.0,712,-99.0
a3P4u000004AvfpEAC,0.0,686,-99.0
a3P4u000004Avg4EAC,0.0,703,-99.0
a3P4u000004AvgYEAS,5.0,783,6.0
a3P4u000004AvgnEAC,0.0,554,-99.0
a3P4u000004AvhHEAS,2.0,779,8.0
a3P4u000004AvhcEAC,0.0,699,1.0
a3P4u000004AvhmEAC,0.0,690,-99.0
a3P4u000004AvhwEAC,0.0,672,-99.0
a3P4u000004AvifEAC,4.0,639,5.0
a3P4u000004AvikEAC,0.0,697,3.0
a3P4u000004AvjTEAS,4.0,876,5.0
a3P4u000004AvjsEAC,5.0,844,7.0
a3P4u000004AvkMEAS,0.0,698,-99.0
a3P4u000004AvklEAC,0.0,682,-99.0
a3P4u000004AvkqEAC,0.0,762,1.0
a3P4u000004AvkvEAC,1.0,608,-99.0
a3P4u000004AvlKEAS,1.0,643,-99.0
a3P4u000004AvltEAC,0.0,720,-99.0
a3P4u000004AvmDEAS,0.0,703,-99.0
a3P4u000004AvmwEAC,-99999.0,222,-99.0
a3P4u000004Avn1EAC,0.0,671,-99.0
a3P4u000004Avn6EAC,0.0,712,-99.0
a3P4u000004Avo9EAC,0.0,608,-99.0
a3P4u000004AvoTEAS,3.0,779,0.0
a3P4u000004Avp7EAC,1.0,683,1.0
a3P4u000004AvpMEAS,1.0,733,1.0
a3P4u000004AvpbEAC,0.0,674,-99.0
a3P4u000004AvpgEAC,0.0,696,-99.0
a3P4u000004AvqeEAC,0.0,617,1.0
a3P4u000004AvqjEAC,0.0,703,-99.0
a3P4u000004AvqtEAC,0.0,792,4.0
a3P4u000004Avr3EAC,0.0,711,-99.0
a3P4u000004AvrDEAS,0.0,653,1.0
a3P4u000004AvrcEAC,0.0,641,1.0
a3P4u000004AvrwEAC,2.0,757,1.0
a3P4u000004Avs1EAC,2.0,702,9.0
a3P4u000004Avs6EAC,0.0,709,-99.0
a3P4u000004AvsLEAS,3.0,672,4.0
a3P4u000004AvsVEAS,0.0,657,1.0
a3P4u000004AvsfEAC,0.0,698,1.0
a3P4u000004Avt9EAC,0.0,708,-99.0
a3P4u000004AvtTEAS,-99999.0,222,-99.0
a3P4u000004AvtYEAS,0.0,713,-99.0
a3P4u000004Avu7EAC,0.0,705,-99.0
a3P4u000004AvuMEAS,1.0,717,1.0
a3P4u000004AvuWEAS,0.0,699,1.0
a3P4u000004AvvFEAS,7.0,849,11.0
a3P4u000004AvvKEAS,0.0,703,-99.0
a3P4u000004AvvPEAS,-99999.0,716,1.0
a3P4u000004AvvUEAS,-99999.0,222,-99.0
a3P4u000004AvvjEAC,1.0,671,-99.0
a3P4u000004AvwIEAS,1.0,510,-99.0
a3P4u000004AvwwEAC,0.0,723,-99.0
a3P4u000004AvxVEAS,0.0,649,1.0
a3P4u000004AvxaEAC,3.0,782,3.0
a3P4u000004AvxpEAC,0.0,716,-99.0
a3P4u000004AvzHEAS,1.0,723,-99.0
a3P4u000004AvzMEAS,0.0,761,-99.0
a3P4u000004AvzREAS,0.0,731,2.0
a3P4u000004AvzWEAS,0.0,763,-99.0
a3P4u000004Aw00EAC,0.0,702,-99.0
a3P4u000004Aw0FEAS,0.0,751,-99.0
a3P4u000004Aw0UEAS,0.0,734,-99.0
a3P4u000004Aw0ZEAS,0.0,705,-99.0
a3P4u000004Aw0tEAC,2.0,527,1.0
a3P4u000004Aw1IEAS,0.0,765,2.0
a3P4u000004Aw5jEAC,0.0,680,-99.0
a3P4u000004Aw5tEAC,0.0,668,-99.0
a3P4u000004Aw63EAC,0.0,615,-99.0
a3P4u000004Aw68EAC,0.0,724,-99.0
a3P4u000004Aw6rEAC,0.0,669,-99.0
a3P4u000004Aw7aEAC,1.0,595,-99.0
a3P4u000004Aw7pEAC,2.0,640,1.0
a3P4u000004Aw7uEAC,0.0,721,-99.0
a3P4u000004Aw8dEAC,1.0,785,2.0
a3P4u000004Aw97EAC,0.0,724,1.0
a3P4u000004Aw9vEAC,0.0,735,-99.0
a3P4u000004AwAFEA0,0.0,677,-99.0
a3P4u000004AwAPEA0,0.0,635,1.0
a3P4u000004AwAyEAK,-99999.0,222,-99.0
a3P4u000004AwB3EAK,9.0,577,2.0
a3P4u000004AwC1EAK,0.0,762,1.0
a3P4u000004AwCGEA0,1.0,501,-99.0
a3P4u000004AwCkEAK,1.0,562,-99.0
a3P4u000004AwCuEAK,0.0,749,3.0
a3P4u000004AwD9EAK,-99999.0,222,-99.0
a3P4u000004AwDJEA0,0.0,689,-99.0
a3P4u000004AwDOEA0,0.0,718,-99.0
a3P4u000004AwDTEA0,0.0,718,-99.0
a3P4u000004AwDYEA0,0.0,724,-99.0
a3P4u000004AwDnEAK,0.0,753,-99.0
a3P4u000004AwEbEAK,1.0,748,-99.0
a3P4u000004AwEvEAK,0.0,710,-99.0
a3P4u000004AwF0EAK,0.0,682,-99.0
a3P4u000004AwFKEA0,0.0,729,1.0
a3P4u000004AwFPEA0,0.0,658,-99.0
a3P4u000004AwFZEA0,0.0,712,-99.0
a3P4u000004AwFoEAK,0.0,713,-99.0
a3P4u000004AwG3EAK,0.0,698,-99.0
a3P4u000004AwGDEA0,0.0,771,3.0
a3P4u000004AwGIEA0,0.0,704,-99.0
a3P4u000004AwGcEAK,0.0,690,-99.0
a3P4u000004AwGrEAK,0.0,653,-99.0
a3P4u000004AwH1EAK,0.0,703,-99.0
a3P4u000004AwH6EAK,0.0,729,3.0
a3P4u000004AwHGEA0,6.0,817,4.0
a3P4u000004AwHQEA0,2.0,748,1.0
a3P4u000004AwIOEA0,1.0,501,-99.0
a3P4u000004AwIYEA0,1.0,644,2.0
a3P4u000004AwIiEAK,0.0,698,-99.0
a3P4u000004AwJCEA0,0.0,721,-99.0
a3P4u000004AwJgEAK,0.0,803,3.0
a3P4u000004AwK5EAK,0.0,655,1.0
a3P4u000004AwKjEAK,0.0,648,-99.0
a3P4u000004AwKtEAK,0.0,674,-99.0
a3P4u000004AwL8EAK,0.0,703,-99.0
a3P4u000004AwLXEA0,0.0,677,-99.0
a3P4u000004AwLcEAK,0.0,727,-99.0
a3P4u000004AwLrEAK,2.0,711,2.0
a3P4u000004AwM1EAK,0.0,631,-99.0
a3P4u000004AwMBEA0,0.0,695,0.0
a3P4u000004AwMVEA0,-99999.0,222,-99.0
a3P4u000004AwMaEAK,0.0,735,-99.0
a3P4u000004AwNJEA0,-99999.0,674,1.0
a3P4u000004AwNOEA0,0.0,729,-99.0
a3P4u000004AwOIEA0,-99999.0,222,-99.0
a3P4u000004AwOiEAK,0.0,668,-99.0
a3P4u000004AwPCEA0,0.0,687,5.0
a3P4u000004AwPMEA0,0.0,700,0.0
a3P4u000004AwPbEAK,0.0,784,-99.0
a3P4u000004AwPgEAK,0.0,691,-99.0
a3P4u000004AwPvEAK,0.0,723,-99.0
a3P4u000004AwQAEA0,-99999.0,222,-99.0
a3P4u000004AwQKEA0,1.0,694,-99.0
a3P4u000004AwQPEA0,0.0,743,-99.0
a3P4u000004AwQZEA0,0.0,710,-99.0
a3P4u000004AwQjEAK,0.0,729,-99.0
a3P4u000004AwQoEAK,1.0,583,1.0
a3P4u000004AwRDEA0,3.0,672,2.0
a3P4u000004AwRSEA0,4.0,570,5.0
a3P4u000004AwRcEAK,-99999.0,222,-99.0
a3P4u000004AwW8EAK,0.0,601,4.0
a3P4u000004AwWDEA0,0.0,654,-99.0
a3P4u000004AwWIEA0,0.0,698,-99.0
a3P4u000004AwWXEA0,0.0,725,-99.0
a3P4u000004AwWhEAK,0.0,709,-99.0
a3P4u000004AwWrEAK,1.0,627,-99.0
a3P4u000004AwX6EAK,0.0,686,-99.0
a3P4u000004AwXGEA0,0.0,704,-99.0
a3P4u000004AwXVEA0,0.0,722,-99.0
a3P4u000004AwY4EAK,4.0,683,4.0
a3P4u000004AwYiEAK,-99999.0,222,-99.0
a3P4u000004AwYsEAK,0.0,718,-99.0
a3P4u000004AwZNEA0,1.0,772,1.0
a3P4u000004AwZSEA0,0.0,700,-99.0
a3P4u000004AwabEAC,0.0,746,-99.0
a3P4u000004AwagEAC,1.0,698,-99.0
a3P4u000004AwalEAC,0.0,718,1.0
a3P4u000004AwavEAC,1.0,658,2.0
a3P4u000004AwbFEAS,-99999.0,677,1.0
a3P4u000004AwbKEAS,0.0,680,-99.0
a3P4u000004AwbZEAS,0.0,649,-99.0
a3P4u000004AwbeEAC,-99999.0,222,-99.0
a3P4u000004AwbyEAC,0.0,703,-99.0
a3P4u000004AwcDEAS,0.0,714,1.0
a3P4u000004AwcIEAS,0.0,653,-99.0
a3P4u000004AwcqEAC,1.0,691,1.0
a3P4u000004AwdOEAS,0.0,675,-99.0
a3P4u000004Awe7EAC,0.0,690,-99.0
a3P4u000004AweMEAS,0.0,707,-99.0
a3P4u000004AwezEAC,2.0,708,4.0
a3P4u000004AwfmEAC,6.0,747,2.0
a3P4u000004AwfrEAC,0.0,687,-99.0
a3P4u000004AwgLEAS,1.0,581,1.0
a3P4u000004AwgaEAC,0.0,703,-99.0
a3P4u000004AwguEAC,0.0,723,-99.0
a3P4u000004AwgzEAC,0.0,688,-99.0
a3P4u000004Awh9EAC,0.0,653,-99.0
a3P4u000004AwhTEAS,0.0,706,-99.0
a3P4u000004AwhYEAS,1.0,741,0.0
a3P4u000004AwhdEAC,1.0,562,-99.0
a3P4u000004AwhiEAC,0.0,760,5.0
a3P4u000004Awi2EAC,0.0,712,-99.0
a3P4u000004AwiHEAS,-99999.0,222,-99.0
a3P4u000004AwivEAC,0.0,628,1.0
a3P4u000004Awj0EAC,0.0,761,-99.0
a3P4u000004AwjAEAS,4.0,600,2.0
a3P4u000004AwjPEAS,2.0,745,1.0
a3P4u000004AwjoEAC,0.0,630,-99.0
a3P4u000004Awk8EAC,0.0,695,-99.0
a3P4u000004AwkSEAS,0.0,703,-99.0
a3P4u000004AwlQEAS,0.0,718,-99.0
a3P4u000004AwlfEAC,0.0,646,1.0
a3P4u000004AwlkEAC,-99999.0,721,0.0
a3P4u000004AwlpEAC,0.0,629,2.0
a3P4u000004Awm4EAC,0.0,764,-99.0
a3P4u000004AwmsEAC,0.0,648,-99.0
a3P4u000004AwnHEAS,1.0,698,-99.0
a3P4u000004AwnREAS,1.0,619,-99.0
a3P4u000004AwnlEAC,0.0,690,-99.0
a3P4u000004Awo0EAC,0.0,684,-99.0
a3P4u000004AwoAEAS,1.0,716,1.0
a3P4u000004AwojEAC,0.0,684,-99.0
a3P4u000004Awp3EAC,0.0,688,-99.0
a3P4u000004Awp8EAC,-99999.0,222,-99.0
a3P4u000004AwpDEAS,0.0,692,-99.0
a3P4u000004Awq6EAC,0.0,706,-99.0
a3P4u000004AwqVEAS,0.0,714,-99.0
a3P4u000004AwqaEAC,0.0,687,-99.0
a3P4u000004AwqkEAC,2.0,620,-99.0
a3P4u000004AwqpEAC,0.0,735,-99.0
a3P4u000004Awr9EAC,0.0,704,-99.0
a3P4u000004AwrQEAS,0.0,695,-99.0
a3P4u000004AwwGEAS,0.0,733,-99.0
a3P4u000004AwwLEAS,0.0,756,2.0
a3P4u000004AwwkEAC,0.0,633,-99.0
a3P4u000004AwwuEAC,0.0,662,-99.0
a3P4u000004AwwzEAC,0.0,666,-99.0
a3P4u000004AwxTEAS,2.0,736,1.0
a3P4u000004AwxYEAS,0.0,702,-99.0
a3P4u000004AwxdEAC,0.0,686,-99.0
a3P4u000004AwybEAC,0.0,703,-99.0
a3P4u000004AwylEAC,0.0,600,2.0
a3P4u000004AwzFEAS,0.0,662,-99.0
a3P4u000004AwzPEAS,0.0,665,0.0
a3P4u000004AwzUEAS,0.0,577,-99.0
a3P4u000004AwzZEAS,0.0,775,-99.0
a3P4u000004AwzoEAC,0.0,654,1.0
a3P4u000004AwztEAC,1.0,567,0.0
a3P4u000004Ax08EAC,0.0,733,-99.0
a3P4u000004Ax0DEAS,0.0,701,-99.0
a3P4u000004Ax0NEAS,1.0,637,1.0
a3P4u000004Ax0XEAS,1.0,539,2.0
a3P4u000004Ax0cEAC,0.0,723,1.0
a3P4u000004Ax0mEAC,0.0,644,-99.0
a3P4u000004Ax0rEAC,0.0,728,-99.0
a3P4u000004Ax0wEAC,0.0,699,-99.0
a3P4u000004Ax5DEAS,0.0,735,-99.0
a3P4u000004Ax5SEAS,1.0,679,-99.0
a3P4u000004Ax5XEAS,0.0,733,3.0
a3P4u000004Ax5cEAC,1.0,645,-99.0
a3P4u000004Ax5hEAC,1.0,746,-99.0
a3P4u000004Ax5mEAC,0.0,711,-99.0
a3P4u000004Ax5wEAC,0.0,699,-99.0
a3P4u000004Ax61EAC,0.0,606,-99.0
a3P4u000004Ax66EAC,0.0,679,-99.0
a3P4u000004Ax6BEAS,0.0,640,-99.0
a3P4u000004Ax6LEAS,0.0,708,-99.0
a3P4u000004Ax6QEAS,0.0,744,-99.0
a3P4u000004Ax6VEAS,0.0,694,-99.0
a3P4u000004Ax6aEAC,-99999.0,222,-99.0
a3P4u000004Ax6pEAC,0.0,715,1.0
a3P4u000004Ax6uEAC,1.0,627,5.0
a3P4u000004Ax6zEAC,0.0,715,-99.0
a3P4u000004Ax74EAC,0.0,674,1.0
a3P4u000004Ax79EAC,0.0,700,-99.0
a3P4u000004Ax7EEAS,0.0,671,-99.0
a3P4u000004AxB1EAK,1.0,658,-99.0
a3P4u000004AxBpEAK,0.0,660,-99.0
a3P4u000004AxBzEAK,0.0,722,-99.0
a3P4u000004AxC4EAK,0.0,652,-99.0
a3P4u000004AxC9EAK,0.0,694,-99.0
a3P4u000004AxCEEA0,1.0,682,1.0
a3P4u000004AxCJEA0,0.0,629,-99.0
a3P4u000004AxCTEA0,0.0,796,2.0
a3P4u000004AxCdEAK,0.0,680,2.0
a3P4u000004AxCiEAK,1.0,729,-99.0
a3P4u000004AxCsEAK,-99999.0,222,-99.0
a3P4u000004AxDCEA0,0.0,722,0.0
a3P4u000004AxDHEA0,1.0,716,2.0
a3P4u000004AxDMEA0,3.0,637,0.0
a3P4u000004AxDWEA0,2.0,618,1.0
a3P4u000004AxDlEAK,1.0,501,-99.0
a3P4u000004AxDqEAK,0.0,741,-99.0
a3P4u000004AxE0EAK,-99999.0,222,-99.0
a3P4u000004AxE5EAK,0.0,726,-99.0
a3P4u000004AxEAEA0,-99999.0,222,-99.0
a3P4u000004AxEFEA0,0.0,726,-99.0
a3P4u000004AxIWEA0,1.0,563,-99.0
a3P4u000004AxIbEAK,0.0,686,1.0
a3P4u000004AxIgEAK,3.0,626,0.0
a3P4u000004AxIlEAK,1.0,622,-99.0
a3P4u000004AxIqEAK,0.0,762,-99.0
a3P4u000004AxIvEAK,0.0,732,-99.0
a3P4u000004AxJ5EAK,0.0,677,-99.0
a3P4u000004AxJAEA0,0.0,710,-99.0
a3P4u000004AxJFEA0,0.0,722,-99.0
a3P4u000004AxJPEA0,0.0,711,-99.0
a3P4u000004AxJUEA0,0.0,577,-99.0
a3P4u000004AxJZEA0,0.0,659,-99.0
a3P4u000004AxJeEAK,-99999.0,222,-99.0
a3P4u000004AxJjEAK,0.0,683,-99.0
a3P4u000004AxJoEAK,0.0,743,-99.0
a3P4u000004AxJtEAK,0.0,648,-99.0
