name,b2bcnt2y,model2score,sbfecardcount
Application-374529,0.0,760,-99.0
Application-374579,0.0,694,-99.0
Application-374981,0.0,683,-99.0
Application-374855,0.0,710,-99.0
Application-374341,0.0,755,1.0
Application-374874,0.0,755,-99.0
Application-374984,1.0,659,-99.0
Application-374450,0.0,715,-99.0
Application-374961,0.0,689,-99.0
Application-374826,0.0,669,1.0
Application-374554,-99999.0,222,-99.0
Application-375115,-99999.0,691,0.0
Application-375106,0.0,660,-99.0
Application-375122,0.0,707,-99.0
Application-374918,0.0,665,-99.0
Application-375135,0.0,704,-99.0
Application-375096,1.0,738,-99.0
Application-374823,-99999.0,222,-99.0
Application-375086,0.0,722,-99.0
Application-375076,-99999.0,222,-99.0
Application-375078,0.0,688,-99.0
Application-374697,3.0,775,0.0
Application-375080,0.0,740,-99.0
Application-374727,0.0,689,-99.0
Application-374795,-99999.0,222,-99.0
Application-374786,-99999.0,222,-99.0
Application-374668,-99999.0,222,-99.0
Application-374364,0.0,776,-99.0
Application-375093,0.0,715,0.0
Application-374447,0.0,695,-99.0
Application-374898,0.0,713,2.0
Application-374664,0.0,720,-99.0
Application-374715,0.0,699,1.0
Application-375163,0.0,687,-99.0
Application-375158,0.0,682,-99.0
Application-375164,-99999.0,222,-99.0
Application-375147,0.0,751,-99.0
Application-375182,0.0,691,-99.0
Application-375179,0.0,587,0.0
Application-375084,0.0,701,-99.0
Application-374701,0.0,706,-99.0
Application-374990,0.0,699,-99.0
Application-375176,0.0,767,-99.0
Application-375036,0.0,665,-99.0
Application-374806,0.0,687,-99.0
Application-375060,0.0,689,0.0
Application-374284,3.0,612,0.0
Application-374844,0.0,692,-99.0
Application-374332,0.0,729,-99.0
Application-374578,0.0,672,-99.0
Application-374421,2.0,717,2.0
Application-375089,0.0,680,-99.0
Application-374830,3.0,787,4.0
Application-374933,0.0,719,-99.0
Application-374899,0.0,803,1.0
Application-375218,1.0,637,2.0
Application-375221,0.0,697,-99.0
Application-375201,1.0,722,-99.0
Application-375198,0.0,696,2.0
Application-375194,-99999.0,674,1.0
Application-374799,0.0,751,1.0
Application-374606,0.0,731,-99.0
Application-375010,1.0,799,1.0
Application-374983,0.0,710,-99.0
Application-375004,-99999.0,222,-99.0
Application-375251,0.0,709,1.0
Application-375247,0.0,659,-99.0
Application-375211,1.0,721,-99.0
Application-374553,-99999.0,222,-99.0
Application-374904,0.0,705,4.0
Application-374674,0.0,743,-99.0
Application-374453,0.0,711,9.0
Application-375268,0.0,723,-99.0
Application-375205,0.0,684,-99.0
Application-375014,0.0,733,-99.0
Application-374908,0.0,680,-99.0
Application-374632,0.0,675,-99.0
Application-375265,1.0,780,1.0
Application-375048,0.0,730,-99.0
Application-375046,0.0,704,-99.0
Application-374755,0.0,763,1.0
Application-375136,0.0,734,-99.0
Application-375180,1.0,820,4.0
Application-375326,0.0,743,1.0
Application-374594,1.0,687,-99.0
Application-375021,0.0,716,1.0
Application-375250,0.0,722,-99.0
Application-375298,0.0,650,-99.0
Application-375220,0.0,645,0.0
Application-375172,2.0,751,2.0
Application-375239,0.0,787,3.0
Application-375204,-99999.0,222,-99.0
Application-375206,-99999.0,222,-99.0
Application-375362,2.0,721,-99.0
Application-375363,4.0,729,1.0
Application-375368,0.0,679,-99.0
Application-375381,0.0,740,-99.0
Application-374832,0.0,746,-99.0
Application-375216,0.0,628,1.0
Application-375083,1.0,780,8.0
Application-375067,0.0,721,1.0
Application-375340,6.0,695,11.0
Application-375291,0.0,738,-99.0
Application-374852,0.0,706,-99.0
Application-375399,1.0,697,1.0
Application-375394,0.0,737,-99.0
Application-375407,2.0,742,1.0
Application-375386,2.0,631,-99.0
Application-375404,0.0,676,-99.0
Application-375403,0.0,691,-99.0
Application-375234,0.0,717,-99.0
Application-375422,0.0,665,1.0
Application-375413,0.0,700,-99.0
Application-375402,3.0,658,-99.0
Application-374825,0.0,644,-99.0
Application-375444,1.0,615,-99.0
Application-375442,0.0,759,1.0
Application-374959,0.0,749,-99.0
Application-375287,1.0,687,1.0
Application-375432,0.0,695,-99.0
Application-375438,0.0,711,-99.0
Application-375441,2.0,580,2.0
Application-375459,2.0,726,5.0
Application-375472,0.0,754,1.0
Application-375503,2.0,662,-99.0
Application-374384,0.0,744,-99.0
Application-375092,-99999.0,222,-99.0
Application-375351,0.0,757,1.0
Application-375043,0.0,720,-99.0
Application-374919,0.0,665,-99.0
Application-375364,0.0,655,-99.0
Application-375228,1.0,742,-99.0
Application-374790,0.0,699,3.0
Application-375005,0.0,696,-99.0
Application-374699,0.0,692,-99.0
Application-375537,-99999.0,222,-99.0
Application-375223,0.0,730,1.0
Application-375414,0.0,738,-99.0
Application-374915,0.0,684,-99.0
Application-375280,1.0,726,-99.0
Application-375119,0.0,721,-99.0
Application-375426,0.0,717,-99.0
Application-375349,-99999.0,222,-99.0
Application-374531,-99999.0,222,-99.0
Application-375557,0.0,721,2.0
Application-375252,0.0,691,1.0
Application-375244,0.0,710,-99.0
Application-375522,0.0,632,-99.0
Application-375535,0.0,688,-99.0
Application-375541,0.0,672,-99.0
Application-375293,0.0,709,-99.0
Application-375643,0.0,615,1.0
Application-375669,0.0,767,1.0
Application-375519,-99999.0,730,0.0
Application-375517,0.0,748,-99.0
Application-375489,0.0,702,-99.0
Application-375152,2.0,706,3.0
Application-374440,2.0,803,7.0
Application-375335,0.0,703,-99.0
Application-375587,0.0,709,-99.0
Application-374955,-99999.0,222,-99.0
Application-375294,0.0,724,-99.0
Application-374731,0.0,672,-99.0
Application-374709,0.0,667,-99.0
Application-375165,1.0,780,2.0
Application-375476,0.0,695,-99.0
Application-374831,0.0,675,1.0
Application-375052,0.0,703,2.0
Application-375678,0.0,700,-99.0
Application-375667,0.0,697,-99.0
Application-375706,0.0,724,-99.0
Application-375166,0.0,587,1.0
Application-375618,1.0,714,1.0
Application-375718,0.0,689,-99.0
Application-375709,0.0,721,-99.0
Application-375708,0.0,703,-99.0
Application-375694,0.0,624,1.0
Application-375688,0.0,689,-99.0
Application-375719,0.0,665,-99.0
Application-374807,1.0,750,0.0
Application-375495,0.0,734,-99.0
Application-375627,0.0,692,-99.0
Application-375761,0.0,731,-99.0
Application-375739,-99999.0,222,-99.0
Application-375749,1.0,634,-99.0
Application-375763,0.0,719,-99.0
Application-375704,-99999.0,222,-99.0
Application-375732,1.0,735,-99.0
Application-375748,0.0,645,1.0
Application-375550,0.0,786,1.0
Application-375633,1.0,787,3.0
Application-375736,0.0,682,-99.0
Application-375760,0.0,738,-99.0
Application-374740,-99999.0,222,-99.0
Application-375780,0.0,670,-99.0
Application-375778,2.0,709,1.0
Application-375773,0.0,686,-99.0
Application-375785,0.0,726,1.0
Application-375521,0.0,665,-99.0
Application-375653,0.0,679,-99.0
Application-375590,0.0,683,-99.0
Application-374296,5.0,604,4.0
Application-375066,1.0,758,2.0
Application-375367,-99999.0,222,-99.0
Application-375361,-99999.0,222,-99.0
Application-374957,3.0,740,-99.0
Application-374804,-99999.0,222,-99.0
Application-375802,0.0,717,-99.0
Application-375256,-99999.0,222,-99.0
Application-375814,0.0,720,-99.0
Application-375821,0.0,720,-99.0
Application-374567,0.0,769,-99.0
Application-374954,0.0,718,-99.0
Application-375830,0.0,692,-99.0
Application-375831,0.0,731,-99.0
Application-375835,0.0,733,1.0
Application-375620,0.0,681,0.0
Application-375428,0.0,784,1.0
Application-375854,0.0,685,-99.0
Application-375551,0.0,586,-99.0
Application-375604,-99999.0,222,-99.0
Application-375657,2.0,672,1.0
Application-375710,0.0,708,-99.0
Application-374942,0.0,736,-99.0
Application-375866,0.0,704,-99.0
Application-375886,0.0,749,-99.0
Application-375889,0.0,761,-99.0
Application-375904,0.0,748,3.0
Application-375908,0.0,751,-99.0
Application-375842,0.0,694,-99.0
Application-375825,-99999.0,222,-99.0
Application-375888,1.0,731,-99.0
Application-375512,0.0,710,-99.0
Application-375943,0.0,657,-99.0
Application-375041,1.0,662,-99.0
Application-375959,0.0,767,2.0
Application-375953,3.0,754,-99.0
Application-375950,0.0,718,-99.0
Application-375940,0.0,673,-99.0
Application-375958,1.0,706,1.0
Application-375952,0.0,762,-99.0
Application-375951,-99999.0,222,-99.0
Application-374583,2.0,717,-99.0
Application-375490,0.0,642,-99.0
Application-375955,1.0,641,4.0
Application-375960,0.0,697,-99.0
Application-375954,0.0,656,-99.0
Application-375966,0.0,655,1.0
Application-375330,4.0,673,1.0
Application-375045,0.0,676,-99.0
Application-375506,0.0,687,-99.0
Application-375984,-99999.0,222,-99.0
Application-375980,0.0,739,-99.0
Application-375973,2.0,743,0.0
Application-375711,0.0,675,-99.0
Application-376001,0.0,739,1.0
Application-376003,0.0,756,0.0
Application-374772,1.0,743,-99.0
Application-376018,-99999.0,222,-99.0
Application-376025,-99999.0,222,-99.0
Application-375742,0.0,698,-99.0
Application-375807,0.0,743,-99.0
Application-374722,0.0,709,-99.0
Application-374853,3.0,652,1.0
Application-374501,3.0,614,-99.0
Application-374577,0.0,718,-99.0
Application-376033,0.0,678,0.0
Application-376024,7.0,714,1.0
Application-374476,0.0,631,-99.0
Application-375652,0.0,683,-99.0
Application-375745,0.0,752,-99.0
Application-376063,1.0,682,0.0
Application-376061,0.0,702,1.0
Application-376026,0.0,767,-99.0
Application-375668,0.0,698,1.0
Application-374257,0.0,740,-99.0
Application-376041,0.0,738,-99.0
Application-375789,0.0,662,-99.0
Application-375839,0.0,712,-99.0
Application-375305,0.0,714,-99.0
Application-375601,-99999.0,222,-99.0
Application-376095,1.0,730,3.0
Application-375350,0.0,695,-99.0
Application-376148,0.0,612,1.0
Application-375466,0.0,719,-99.0
Application-376161,0.0,725,-99.0
Application-376163,0.0,733,1.0
Application-376164,1.0,671,-99.0
Application-376168,-99999.0,222,-99.0
Application-375314,0.0,710,-99.0
Application-374995,0.0,735,-99.0
Application-374735,-99999.0,222,-99.0
Application-374404,-99999.0,709,0.0
Application-374408,0.0,787,1.0
Application-375935,0.0,746,-99.0
Application-376139,0.0,691,-99.0
Application-375891,-99999.0,222,-99.0
Application-376122,0.0,690,-99.0
Application-374789,-99999.0,222,-99.0
Application-376110,-99999.0,704,1.0
Application-376072,1.0,662,-99.0
Application-376088,0.0,693,-99.0
Application-376115,0.0,706,-99.0
Application-376090,0.0,752,1.0
Application-376182,0.0,691,-99.0
Application-376147,0.0,698,-99.0
Application-376188,0.0,697,-99.0
Application-374929,0.0,684,0.0
Application-375798,0.0,685,2.0
Application-376198,0.0,726,-99.0
Application-374659,0.0,727,-99.0
Application-376180,0.0,734,-99.0
Application-375625,0.0,734,-99.0
Application-376202,0.0,698,-99.0
Application-375222,0.0,700,1.0
Application-375829,0.0,783,1.0
Application-375666,-99999.0,222,-99.0
Application-376197,1.0,649,0.0
Application-375412,0.0,752,-99.0
Application-376204,0.0,601,1.0
Application-376213,0.0,613,-99.0
Application-375865,0.0,667,-99.0
Application-376181,0.0,677,-99.0
Application-374712,1.0,788,2.0
Application-375728,0.0,742,1.0
Application-376179,0.0,678,-99.0
Application-375898,0.0,791,3.0
Application-376186,1.0,690,2.0
Application-376149,2.0,602,-99.0
Application-375799,3.0,732,3.0
Application-376235,0.0,648,-99.0
Application-375764,0.0,704,-99.0
Application-375693,0.0,682,-99.0
Application-376244,0.0,734,-99.0
Application-375641,0.0,711,-99.0
Application-375947,0.0,684,-99.0
Application-375834,0.0,706,-99.0
Application-375609,0.0,594,-99.0
Application-376272,0.0,713,1.0
Application-375013,0.0,661,1.0
Application-375217,1.0,637,2.0
Application-375460,0.0,679,1.0
Application-375530,5.0,718,2.0
Application-376281,-99999.0,222,-99.0
Application-375498,-99999.0,222,-99.0
Application-375917,0.0,610,-99.0
Application-376289,0.0,633,-99.0
Application-375945,0.0,680,-99.0
Application-375946,0.0,768,-99.0
Application-376282,-99999.0,222,-99.0
Application-376030,0.0,705,-99.0
Application-376239,0.0,725,0.0
Application-376192,3.0,735,-99.0
Application-376234,0.0,678,-99.0
Application-376142,0.0,757,-99.0
Application-374848,3.0,715,1.0
Application-376238,0.0,604,-99.0
Application-376217,0.0,664,-99.0
Application-375892,-99999.0,222,-99.0
Application-375989,0.0,723,2.0
Application-375962,2.0,634,3.0
Application-376012,0.0,710,-99.0
Application-375838,-99999.0,222,-99.0
Application-376308,0.0,742,1.0
Application-376345,0.0,694,-99.0
Application-376387,0.0,716,-99.0
Application-376329,0.0,754,-99.0
Application-376118,1.0,712,2.0
Application-375841,-99999.0,222,-99.0
Application-376366,0.0,706,-99.0
Application-376371,0.0,701,-99.0
Application-376299,8.0,785,-99.0
Application-376337,0.0,624,1.0
Application-376252,0.0,688,-99.0
Application-376108,0.0,768,0.0
Application-375836,0.0,626,1.0
Application-376427,0.0,721,-99.0
Application-376406,0.0,648,1.0
Application-375971,-99999.0,222,-99.0
Application-376014,0.0,768,-99.0
Application-375696,0.0,714,-99.0
Application-375965,-99999.0,222,-99.0
Application-376131,0.0,682,-99.0
Application-376421,0.0,676,-99.0
Application-376415,-99999.0,222,-99.0
Application-376411,0.0,714,-99.0
Application-376136,0.0,702,-99.0
Application-375329,-99999.0,222,-99.0
Application-376261,0.0,661,0.0
Application-375360,0.0,628,-99.0
Application-376461,0.0,666,0.0
Application-376458,0.0,655,-99.0
Application-376457,0.0,745,-99.0
Application-376462,0.0,702,-99.0
Application-376432,0.0,723,-99.0
Application-376439,1.0,667,-99.0
Application-376436,4.0,619,1.0
Application-375511,0.0,715,-99.0
Application-374575,0.0,750,-99.0
Application-375133,-99999.0,222,-99.0
Application-376372,1.0,635,3.0
Application-376473,0.0,731,-99.0
Application-374849,1.0,765,1.0
Application-376079,0.0,719,0.0
Application-376232,0.0,772,1.0
Application-375993,0.0,720,-99.0
Application-376478,0.0,677,-99.0
Application-376348,-99999.0,738,0.0
Application-375937,1.0,696,2.0
Application-374517,0.0,758,-99.0
Application-375847,0.0,723,6.0
Application-376426,0.0,684,-99.0
Application-375870,0.0,749,-99.0
Application-376498,2.0,757,-99.0
Application-376294,-99999.0,222,-99.0
Application-376496,4.0,678,10.0
Application-375758,0.0,728,-99.0
Application-375091,0.0,733,-99.0
Application-375542,-99999.0,222,-99.0
Application-374595,-99999.0,222,-99.0
Application-375649,0.0,739,-99.0
Application-375470,1.0,779,9.0
Application-376339,0.0,675,-99.0
Application-374313,0.0,701,-99.0
Application-375905,0.0,756,-99.0
Application-376277,0.0,695,-99.0
Application-376407,0.0,681,-99.0
Application-376391,0.0,696,-99.0
Application-375731,-99999.0,222,-99.0
Application-376040,0.0,751,5.0
Application-374556,0.0,724,-99.0
Application-376010,0.0,690,2.0
Application-375978,-99999.0,222,-99.0
Application-376536,0.0,689,1.0
Application-376587,0.0,707,-99.0
Application-376584,0.0,659,-99.0
Application-376567,0.0,755,-99.0
Application-376405,0.0,731,-99.0
Application-375552,2.0,679,0.0
Application-376429,-99999.0,222,-99.0
Application-376424,0.0,761,-99.0
Application-376440,0.0,717,-99.0
Application-376547,0.0,677,-99.0
Application-376447,0.0,686,-99.0
Application-376479,0.0,739,1.0
Application-376004,4.0,723,6.0
Application-376521,-99999.0,222,-99.0
Application-376280,0.0,723,-99.0
Application-376612,0.0,702,-99.0
Application-376617,0.0,639,-99.0
Application-375266,-99999.0,222,-99.0
Application-376568,0.0,747,-99.0
Application-376624,0.0,761,1.0
Application-376619,0.0,721,-99.0
Application-376566,0.0,666,1.0
Application-376505,0.0,723,-99.0
Application-376634,0.0,680,1.0
Application-376639,0.0,709,-99.0
Application-376428,0.0,653,-99.0
Application-376310,-99999.0,222,-99.0
Application-376437,0.0,680,1.0
Application-376321,0.0,704,-99.0
Application-376644,0.0,699,1.0
Application-376173,-99999.0,222,-99.0
Application-376649,-99999.0,222,-99.0
Application-376151,0.0,654,-99.0
Application-375393,0.0,681,-99.0
Application-376652,0.0,705,-99.0
Application-376221,0.0,692,-99.0
Application-376465,0.0,686,5.0
Application-375617,0.0,689,3.0
Application-374417,-99999.0,222,-99.0
Application-374290,0.0,748,-99.0
Application-375956,0.0,669,-99.0
Application-375994,-99999.0,222,-99.0
Application-375939,0.0,683,-99.0
Application-376670,0.0,760,-99.0
Application-376022,0.0,705,-99.0
Application-376556,0.0,725,-99.0
Application-376314,0.0,688,-99.0
Application-376592,0.0,700,2.0
Application-376682,0.0,717,-99.0
Application-376684,0.0,593,1.0
Application-376687,0.0,635,-99.0
Application-376380,0.0,645,-99.0
Application-376134,1.0,718,-99.0
Application-376471,0.0,761,-99.0
Application-376696,2.0,720,-99.0
Application-376712,0.0,615,2.0
Application-376703,0.0,644,0.0
Application-375759,0.0,692,-99.0
Application-376532,0.0,746,-99.0
Application-375543,0.0,696,1.0
Application-375781,1.0,690,-99.0
Application-374550,0.0,629,-99.0
Application-376326,0.0,747,-99.0
Application-376331,1.0,537,3.0
Application-376604,0.0,634,-99.0
Application-375572,-99999.0,222,-99.0
Application-376731,0.0,679,-99.0
Application-376690,0.0,646,0.0
Application-376665,2.0,649,0.0
Application-375200,0.0,754,1.0
Application-376621,0.0,669,-99.0
Application-376627,1.0,773,4.0
Application-376813,0.0,737,1.0
Application-376896,5.0,705,-99.0
Application-376924,1.0,630,-99.0
Application-376769,2.0,806,1.0
Application-375771,1.0,656,-99.0
Application-376708,-99999.0,222,-99.0
Application-376497,0.0,669,2.0
Application-377068,0.0,751,-99.0
Application-376528,-99999.0,222,-99.0
Application-377070,-99999.0,222,-99.0
Application-376470,0.0,695,-99.0
Application-376980,0.0,716,2.0
Application-376957,0.0,611,-99.0
Application-377022,0.0,643,-99.0
Application-377027,-99999.0,222,-99.0
Application-377032,0.0,742,-99.0
Application-376937,0.0,653,1.0
Application-376929,0.0,694,-99.0
Application-376927,-99999.0,222,-99.0
Application-377048,0.0,712,-99.0
Application-377052,0.0,707,-99.0
Application-376900,0.0,765,1.0
Application-376887,1.0,808,4.0
Application-376881,0.0,700,1.0
Application-376880,0.0,675,-99.0
Application-376876,1.0,590,-99.0
Application-376871,0.0,738,-99.0
Application-376773,1.0,716,-99.0
Application-377004,0.0,780,-99.0
Application-377005,0.0,690,-99.0
Application-377008,0.0,656,-99.0
Application-377011,0.0,717,-99.0
Application-376743,0.0,629,-99.0
Application-377014,0.0,632,-99.0
Application-376738,0.0,702,-99.0
Application-377015,0.0,688,1.0
Application-376160,0.0,722,-99.0
Application-377058,0.0,708,-99.0
Application-375074,0.0,735,-99.0
Application-377066,0.0,674,-99.0
Application-376909,1.0,715,1.0
Application-376794,0.0,684,-99.0
Application-377121,0.0,771,3.0
Application-376573,0.0,664,-99.0
Application-376254,-99999.0,665,1.0
Application-377018,2.0,743,2.0
Application-376307,7.0,709,6.0
Application-377143,0.0,686,-99.0
Application-377111,0.0,662,-99.0
Application-377107,1.0,750,-99.0
Application-377099,0.0,675,1.0
Application-377097,0.0,663,-99.0
Application-377093,-99999.0,222,-99.0
Application-377087,0.0,714,-99.0
Application-377134,1.0,730,2.0
Application-377139,1.0,740,1.0
Application-376879,0.0,679,-99.0
Application-377153,0.0,711,-99.0
Application-377154,0.0,753,1.0
Application-375846,0.0,664,-99.0
Application-377051,0.0,747,0.0
Application-376563,0.0,650,-99.0
Application-376259,0.0,665,-99.0
Application-376199,-99999.0,222,-99.0
Application-377077,0.0,704,-99.0
Application-376296,-99999.0,222,-99.0
Application-375824,-99999.0,222,-99.0
Application-376083,0.0,688,-99.0
Application-375837,0.0,722,-99.0
Application-377195,0.0,704,-99.0
Application-377191,0.0,690,-99.0
Application-376200,1.0,620,-99.0
Application-377187,0.0,652,-99.0
Application-376746,0.0,690,-99.0
Application-377186,2.0,735,2.0
Application-377198,0.0,699,-99.0
Application-377177,0.0,743,1.0
Application-377163,0.0,635,-99.0
Application-377159,1.0,784,1.0
Application-377162,0.0,702,-99.0
Application-377156,0.0,707,-99.0
Application-376511,0.0,691,-99.0
Application-375746,-99999.0,222,-99.0
Application-375755,0.0,707,-99.0
Application-376553,0.0,650,-99.0
Application-376854,0.0,717,-99.0
Application-377206,0.0,736,-99.0
Application-377216,0.0,717,1.0
Application-377209,0.0,704,1.0
Application-377229,0.0,676,-99.0
Application-377211,-99999.0,222,-99.0
Application-376781,1.0,661,1.0
Application-376068,-99999.0,222,-99.0
Application-376685,0.0,763,0.0
Application-376856,0.0,739,1.0
Application-376842,0.0,679,1.0
Application-376777,0.0,759,0.0
Application-375991,0.0,721,-99.0
Application-376973,0.0,691,-99.0
Application-376988,0.0,702,-99.0
Application-374976,0.0,735,-99.0
Application-375686,0.0,749,1.0
Application-377019,1.0,726,-99.0
Application-376720,0.0,708,-99.0
Application-377074,0.0,735,-99.0
Application-377144,0.0,690,-99.0
Application-377060,-99999.0,222,-99.0
Application-377059,-99999.0,222,-99.0
Application-377236,0.0,688,-99.0
Application-377220,0.0,651,0.0
Application-376815,0.0,782,2.0
Application-376894,0.0,692,-99.0
Application-377295,0.0,724,-99.0
Application-377306,0.0,708,-99.0
Application-377124,-99999.0,222,-99.0
Application-376915,0.0,704,1.0
Application-376572,0.0,698,-99.0
Application-376976,0.0,733,-99.0
Application-376754,0.0,723,1.0
Application-377158,0.0,777,1.0
Application-377165,-99999.0,222,-99.0
Application-376520,0.0,716,-99.0
Application-377036,-99999.0,222,-99.0
Application-376904,2.0,750,1.0
Application-376748,0.0,684,-99.0
Application-376758,-99999.0,222,-99.0
Application-376618,0.0,801,4.0
Application-376236,2.0,732,-99.0
Application-375613,0.0,685,-99.0
Application-376711,0.0,595,2.0
Application-377069,0.0,634,-99.0
Application-377347,0.0,694,-99.0
Application-377250,0.0,661,-99.0
Application-377314,0.0,659,-99.0
Application-376661,0.0,692,-99.0
Application-376787,0.0,687,-99.0
Application-377345,0.0,723,-99.0
Application-376747,0.0,680,-99.0
Application-377351,0.0,668,-99.0
Application-377239,0.0,763,1.0
Application-376544,0.0,690,-99.0
Application-374525,2.0,697,1.0
Application-377076,0.0,589,1.0
Application-377255,0.0,694,-99.0
Application-376648,0.0,703,-99.0
Application-377352,0.0,713,4.0
Application-376723,0.0,740,-99.0
Application-376922,-99999.0,222,-99.0
Application-376689,0.0,672,-99.0
Application-376425,0.0,636,-99.0
Application-375232,0.0,738,1.0
Application-377359,0.0,727,-99.0
Application-376242,0.0,742,-99.0
Application-376551,-99999.0,222,-99.0
Application-376755,-99999.0,222,-99.0
Application-374873,0.0,703,-99.0
Application-375797,1.0,660,-99.0
Application-377063,0.0,699,-99.0
Application-377194,0.0,662,-99.0
Application-377368,0.0,652,-99.0
Application-377002,-99999.0,222,-99.0
Application-377371,0.0,664,-99.0
Application-377379,0.0,711,-99.0
Application-376801,0.0,634,-99.0
Application-377392,0.0,743,-99.0
Application-377418,0.0,707,-99.0
Application-377417,0.0,637,0.0
Application-376735,0.0,727,-99.0
Application-377430,1.0,733,-99.0
Application-377426,0.0,741,-99.0
Application-377355,1.0,780,1.0
Application-377438,0.0,637,-99.0
Application-377113,0.0,663,1.0
Application-377103,1.0,672,-99.0
Application-376548,1.0,765,2.0
Application-374345,0.0,651,-99.0
Application-374538,0.0,702,-99.0
Application-376376,0.0,728,-99.0
Application-376082,0.0,747,-99.0
Application-377237,0.0,593,-99.0
Application-377043,0.0,704,-99.0
Application-376469,0.0,698,-99.0
Application-376835,0.0,614,1.0
Application-375134,0.0,723,-99.0
Application-377380,-99999.0,222,-99.0
Application-377072,1.0,702,1.0
Application-376543,0.0,751,-99.0
Application-377282,0.0,622,2.0
Application-377360,-99999.0,222,-99.0
Application-377457,0.0,655,1.0
Application-377459,0.0,728,-99.0
Application-377506,0.0,741,-99.0
Application-377480,-99999.0,222,-99.0
Application-377482,0.0,725,-99.0
Application-377487,1.0,662,-99.0
Application-377491,0.0,731,-99.0
Application-377228,0.0,700,-99.0
Application-376656,0.0,675,-99.0
Application-377152,-99999.0,222,-99.0
Application-376260,0.0,749,-99.0
Application-376558,0.0,663,2.0
Application-377521,0.0,712,-99.0
Application-376119,-99999.0,222,-99.0
Application-377523,0.0,666,-99.0
Application-376328,0.0,680,-99.0
Application-377539,0.0,673,-99.0
Application-377524,0.0,685,-99.0
Application-377541,0.0,730,-99.0
Application-376611,0.0,752,1.0
Application-376586,1.0,660,-99.0
Application-376545,0.0,763,3.0
Application-375545,0.0,704,-99.0
Application-375811,0.0,766,1.0
Application-377550,0.0,608,-99.0
Application-377147,0.0,729,-99.0
Application-377378,0.0,705,1.0
Application-377054,0.0,756,-99.0
Application-377548,0.0,727,-99.0
Application-376975,-99999.0,222,-99.0
Application-376775,0.0,753,-99.0
Application-376704,-99999.0,222,-99.0
Application-377580,0.0,707,-99.0
Application-377576,-99999.0,222,-99.0
Application-377572,0.0,697,-99.0
Application-377574,1.0,704,2.0
Application-375844,0.0,687,-99.0
Application-377591,0.0,729,1.0
Application-377065,-99999.0,222,-99.0
Application-376942,0.0,710,-99.0
Application-377518,0.0,751,1.0
Application-377016,-99999.0,222,-99.0
Application-377596,0.0,703,-99.0
Application-377319,0.0,597,1.0
Application-374350,-99999.0,642,1.0
Application-377536,-99999.0,222,-99.0
Application-377613,0.0,761,1.0
Application-377620,0.0,727,-99.0
Application-377261,-99999.0,778,3.0
Application-377598,-99999.0,222,-99.0
Application-377637,1.0,655,-99.0
Application-377026,0.0,721,-99.0
Application-377272,3.0,722,-99.0
Application-374516,0.0,722,1.0
Application-377592,0.0,652,1.0
Application-376679,0.0,801,3.0
Application-377462,1.0,660,-99.0
Application-375582,0.0,681,-99.0
Application-376379,0.0,714,-99.0
Application-377122,0.0,743,-99.0
Application-374974,0.0,695,-99.0
Application-377623,-99999.0,222,-99.0
Application-377175,-99999.0,222,-99.0
Application-377675,0.0,690,-99.0
Application-377681,0.0,703,0.0
Application-377700,0.0,740,-99.0
Application-377703,0.0,705,1.0
Application-377166,0.0,691,1.0
Application-377731,0.0,736,-99.0
Application-377705,2.0,773,6.0
Application-377638,-99999.0,222,-99.0
Application-377654,0.0,643,-99.0
Application-377609,3.0,589,2.0
Application-377422,0.0,748,-99.0
Application-377478,0.0,713,-99.0
Application-377646,0.0,698,-99.0
Application-376717,0.0,667,1.0
Application-377583,0.0,694,-99.0
Application-377597,0.0,730,-99.0
Application-375594,0.0,642,0.0
Application-377751,0.0,694,-99.0
Application-377755,0.0,751,7.0
Application-377712,0.0,692,0.0
Application-377763,0.0,709,-99.0
Application-375054,-99999.0,222,-99.0
Application-377765,0.0,715,-99.0
Application-374717,0.0,711,-99.0
Application-377258,0.0,702,1.0
Application-376830,0.0,646,-99.0
Application-377640,0.0,707,-99.0
Application-375776,0.0,695,-99.0
Application-377775,0.0,714,-99.0
Application-376588,0.0,708,-99.0
Application-377225,-99999.0,222,-99.0
Application-377496,1.0,698,0.0
Application-377181,-99999.0,222,-99.0
Application-377365,1.0,759,2.0
Application-377813,2.0,674,1.0
Application-377789,0.0,724,1.0
Application-377804,-99999.0,656,1.0
Application-377686,0.0,682,1.0
Application-377756,4.0,682,-99.0
Application-377476,1.0,754,1.0
Application-377207,0.0,824,3.0
Application-377782,0.0,703,-99.0
Application-377415,0.0,629,2.0
Application-377820,2.0,674,2.0
Application-377434,0.0,751,1.0
Application-377843,0.0,706,-99.0
Application-377844,0.0,744,1.0
Application-377818,0.0,729,-99.0
Application-377471,1.0,598,0.0
Application-377537,-99999.0,222,-99.0
Application-377614,-99999.0,222,-99.0
Application-377339,2.0,652,1.0
Application-376562,0.0,686,-99.0
Application-376828,0.0,656,-99.0
Application-377344,0.0,725,2.0
Application-377336,0.0,712,-99.0
Application-377241,0.0,683,-99.0
Application-377729,0.0,699,0.0
Application-377780,-99999.0,222,-99.0
Application-376349,0.0,642,-99.0
Application-377649,0.0,646,-99.0
Application-377644,0.0,714,1.0
Application-377727,-99999.0,222,-99.0
Application-377565,0.0,710,-99.0
Application-377853,0.0,724,1.0
Application-377956,0.0,680,-99.0
