name,b2bcnt2y,model2score,sbfecardcount
Application-422504,2.0,670,4.0
Application-421830,0.0,671,-99.0
Application-423312,-99999.0,222,-99.0
Application-423293,-99999.0,222,-99.0
Application-423950,0.0,704,-99.0
Application-424487,0.0,716,1.0
Application-424433,0.0,704,-99.0
Application-422637,-99999.0,222,-99.0
Application-424471,1.0,678,-99.0
Application-423746,3.0,711,-99.0
Application-423301,0.0,742,-99.0
Application-423206,0.0,722,-99.0
Application-423019,0.0,701,-99.0
Application-424361,0.0,746,0.0
Application-422188,-99999.0,222,-99.0
Application-424593,0.0,680,-99.0
Application-424420,1.0,672,-99.0
Application-422790,4.0,750,3.0
Application-424571,0.0,791,3.0
Application-424579,-99999.0,222,-99.0
Application-424482,1.0,649,1.0
Application-424338,-99999.0,222,-99.0
Application-421139,2.0,759,-99.0
Application-424612,0.0,769,1.0
Application-424614,0.0,680,0.0
Application-424615,-99999.0,222,-99.0
Application-424475,-99999.0,618,2.0
Application-424010,1.0,681,-99.0
Application-422665,0.0,660,-99.0
Application-423877,0.0,727,0.0
Application-417392,-99999.0,222,-99.0
Application-423776,0.0,708,2.0
Application-424636,0.0,665,2.0
Application-423632,0.0,695,-99.0
Application-424627,0.0,738,-99.0
Application-424650,0.0,701,-99.0
Application-424625,2.0,713,-99.0
Application-423628,0.0,730,-99.0
Application-423412,0.0,710,-99.0
Application-416770,0.0,751,-99.0
Application-423359,0.0,713,-99.0
Application-424670,1.0,720,-99.0
Application-424253,0.0,617,-99.0
Application-424707,2.0,863,1.0
Application-424676,-99999.0,222,-99.0
Application-424573,1.0,703,-99.0
Application-424655,0.0,668,-99.0
Application-424160,0.0,676,-99.0
Application-424653,0.0,789,4.0
Application-421313,1.0,713,-99.0
Application-424055,0.0,736,-99.0
Application-424685,0.0,710,-99.0
Application-424688,0.0,789,1.0
Application-424209,0.0,750,-99.0
Application-424695,0.0,647,2.0
Application-424697,0.0,719,1.0
Application-424171,1.0,732,0.0
Application-424603,0.0,583,-99.0
Application-422039,0.0,746,-99.0
Application-421813,0.0,709,-99.0
Application-424751,0.0,695,1.0
Application-422941,0.0,657,-99.0
Application-424709,3.0,803,3.0
Application-420524,0.0,698,-99.0
Application-424722,0.0,669,1.0
Application-424721,0.0,721,-99.0
Application-424666,-99999.0,222,-99.0
Application-423783,0.0,698,-99.0
Application-421373,0.0,689,-99.0
Application-423983,0.0,631,-99.0
Application-424760,0.0,748,0.0
Application-424756,0.0,756,-99.0
Application-424753,0.0,696,-99.0
Application-424763,-99999.0,222,-99.0
Application-424705,3.0,598,1.0
Application-424747,0.0,716,-99.0
Application-424673,0.0,735,-99.0
Application-424731,-99999.0,222,-99.0
Application-423082,3.0,662,1.0
Application-424737,1.0,687,-99.0
Application-422881,-99999.0,222,-99.0
Application-424538,0.0,725,-99.0
Application-424823,0.0,729,-99.0
Application-424530,0.0,717,-99.0
Application-422333,1.0,699,-99.0
Application-418863,0.0,700,-99.0
Application-422142,0.0,700,-99.0
Application-424009,0.0,682,-99.0
Application-424648,0.0,751,-99.0
Application-423576,-99999.0,222,-99.0
Application-422782,-99999.0,222,-99.0
Application-415353,0.0,681,-99.0
Application-424164,0.0,725,2.0
Application-424739,0.0,703,-99.0
Application-424242,-99999.0,222,-99.0
Application-424786,1.0,720,-99.0
Application-424341,0.0,776,4.0
Application-423969,0.0,703,-99.0
Application-423959,0.0,714,-99.0
Application-423527,0.0,707,-99.0
Application-421801,0.0,739,-99.0
Application-424834,0.0,736,-99.0
Application-419762,0.0,724,-99.0
Application-424836,0.0,661,1.0
Application-412737,0.0,742,-99.0
Application-424826,0.0,739,-99.0
Application-424816,0.0,643,-99.0
Application-422988,0.0,730,0.0
Application-424803,0.0,755,-99.0
Application-424795,0.0,590,1.0
Application-424852,0.0,704,-99.0
Application-424793,0.0,712,-99.0
Application-424680,-99999.0,222,-99.0
Application-424674,0.0,718,-99.0
Application-424857,1.0,711,-99.0
Application-424874,0.0,670,2.0
Application-424765,2.0,643,1.0
Application-424776,0.0,706,-99.0
Application-424885,0.0,661,-99.0
Application-424770,0.0,718,-99.0
Application-424901,1.0,698,-99.0
Application-421789,0.0,682,0.0
Application-412536,0.0,748,-99.0
Application-424640,0.0,691,4.0
Application-424881,0.0,734,-99.0
Application-424121,0.0,582,0.0
Application-419384,-99999.0,222,-99.0
Application-424951,0.0,754,-99.0
Application-424956,0.0,603,1.0
Application-419902,0.0,642,-99.0
Application-424741,-99999.0,222,-99.0
Application-417566,0.0,721,-99.0
Application-423649,-99999.0,222,-99.0
Application-424917,0.0,704,0.0
Application-424914,-99999.0,222,-99.0
Application-424016,0.0,703,-99.0
Application-416010,0.0,709,-99.0
Application-424088,-99999.0,222,-99.0
Application-424669,1.0,731,1.0
Application-421177,-99999.0,222,-99.0
Application-424986,0.0,742,1.0
Application-414087,-99999.0,222,-99.0
Application-424501,0.0,713,1.0
Application-421059,0.0,754,-99.0
Application-423223,-99999.0,222,-99.0
Application-424987,0.0,733,-99.0
Application-424995,0.0,690,-99.0
Application-422757,0.0,583,0.0
Application-424954,6.0,640,2.0
Application-425008,-99999.0,222,-99.0
Application-425017,0.0,626,1.0
Application-425020,-99999.0,222,-99.0
Application-424974,0.0,691,-99.0
Application-424993,0.0,684,-99.0
Application-418015,0.0,699,-99.0
Application-422590,2.0,792,1.0
Application-425039,0.0,748,1.0
Application-425030,-99999.0,222,-99.0
Application-425025,0.0,678,1.0
Application-425024,0.0,669,1.0
Application-425063,0.0,660,1.0
Application-425032,0.0,622,1.0
Application-424686,0.0,701,-99.0
Application-425069,0.0,682,0.0
Application-425065,0.0,692,-99.0
Application-425094,-99999.0,222,-99.0
Application-425046,0.0,743,-99.0
Application-425111,0.0,629,-99.0
Application-424664,0.0,651,-99.0
Application-424463,-99999.0,222,-99.0
Application-424532,2.0,660,-99.0
Application-425149,0.0,767,1.0
Application-420730,-99999.0,222,-99.0
Application-425175,0.0,690,-99.0
Application-425122,0.0,661,3.0
Application-401019,0.0,692,-99.0
Application-425183,0.0,704,-99.0
Application-423757,0.0,657,-99.0
Application-423747,0.0,693,-99.0
Application-424832,0.0,652,-99.0
Application-423493,0.0,661,0.0
Application-424996,0.0,707,-99.0
Application-422687,1.0,714,5.0
Application-422605,0.0,660,-99.0
Application-424192,-99999.0,222,-99.0
Application-423866,4.0,696,1.0
Application-424714,0.0,695,-99.0
Application-425139,0.0,676,-99.0
Application-425153,0.0,670,-99.0
Application-425162,0.0,688,-99.0
Application-425144,-99999.0,222,-99.0
Application-425137,0.0,658,1.0
Application-424998,0.0,746,-99.0
Application-425135,0.0,759,-99.0
Application-425160,0.0,666,1.0
Application-425127,0.0,744,1.0
Application-422713,0.0,717,-99.0
Application-424922,0.0,701,-99.0
Application-424596,0.0,750,-99.0
Application-425217,0.0,701,-99.0
Application-425252,0.0,703,-99.0
Application-425237,0.0,673,-99.0
Application-425248,-99999.0,222,-99.0
Application-425115,0.0,642,1.0
Application-424167,0.0,737,-99.0
Application-422034,0.0,734,-99.0
Application-425155,-99999.0,222,-99.0
Application-421383,-99999.0,222,-99.0
Application-425110,0.0,710,-99.0
Application-425184,-99999.0,222,-99.0
Application-424976,0.0,661,-99.0
Application-424820,0.0,722,-99.0
Application-424941,0.0,723,-99.0
Application-423596,58.0,766,-99.0
Application-425322,1.0,658,-99.0
Application-425305,0.0,711,-99.0
Application-425326,0.0,625,1.0
Application-425288,0.0,669,1.0
Application-425289,-99999.0,222,-99.0
Application-425291,0.0,697,0.0
Application-425295,0.0,656,1.0
Application-425303,0.0,738,-99.0
Application-423581,0.0,644,1.0
Application-425306,0.0,724,-99.0
Application-425117,0.0,645,1.0
Application-424935,0.0,749,-99.0
Application-425088,0.0,716,-99.0
Application-422171,0.0,721,-99.0
Application-424930,-99999.0,222,-99.0
Application-425337,-99999.0,222,-99.0
Application-425336,0.0,641,1.0
Application-416970,0.0,670,-99.0
Application-423828,0.0,685,-99.0
Application-423717,0.0,788,3.0
Application-421326,0.0,694,-99.0
Application-424155,0.0,694,-99.0
Application-422128,0.0,776,1.0
Application-424537,0.0,718,2.0
Application-420884,-99999.0,222,-99.0
Application-423446,-99999.0,222,-99.0
Application-425379,0.0,703,-99.0
Application-425378,2.0,615,1.0
Application-425368,1.0,804,7.0
Application-425398,-99999.0,222,-99.0
Application-425396,-99999.0,716,1.0
Application-425394,0.0,627,1.0
Application-425383,0.0,721,-99.0
Application-425390,0.0,696,1.0
Application-425385,0.0,697,-99.0
Application-414300,0.0,690,-99.0
Application-425414,0.0,689,-99.0
Application-425199,0.0,718,-99.0
Application-425440,0.0,715,0.0
Application-423948,0.0,737,0.0
Application-425365,0.0,689,-99.0
Application-422959,1.0,715,1.0
Application-404377,-99999.0,222,-99.0
Application-420005,0.0,692,-99.0
Application-422786,0.0,751,-99.0
Application-422992,-99999.0,711,1.0
Application-421690,-99999.0,222,-99.0
Application-423740,-99999.0,222,-99.0
Application-423474,0.0,732,0.0
Application-425021,0.0,749,0.0
Application-421647,-99999.0,222,-99.0
Application-425073,0.0,712,-99.0
Application-417259,0.0,705,-99.0
Application-425432,0.0,732,-99.0
Application-425435,0.0,703,-99.0
Application-425420,0.0,757,1.0
Application-425419,0.0,666,2.0
Application-425408,0.0,708,-99.0
Application-425448,0.0,739,-99.0
Application-425441,0.0,648,1.0
Application-425454,0.0,676,-99.0
Application-425455,-99999.0,222,-99.0
Application-425457,0.0,665,-99.0
Application-425468,0.0,767,1.0
Application-425470,0.0,628,1.0
Application-425372,0.0,668,-99.0
Application-425262,0.0,706,-99.0
Application-423876,0.0,608,-99.0
Application-425283,0.0,717,-99.0
Application-425209,0.0,527,-99.0
Application-425480,0.0,638,1.0
Application-424641,0.0,714,-99.0
Application-425091,0.0,775,4.0
Application-425536,0.0,719,-99.0
Application-425540,0.0,680,-99.0
Application-425538,0.0,710,-99.0
Application-425529,0.0,694,-99.0
Application-423316,0.0,609,1.0
Application-425107,0.0,680,-99.0
Application-424444,0.0,650,-99.0
Application-425228,0.0,693,2.0
Application-425233,0.0,655,-99.0
Application-425562,0.0,707,-99.0
Application-425195,0.0,731,-99.0
Application-424675,0.0,675,-99.0
Application-425584,0.0,653,-99.0
Application-425594,0.0,745,-99.0
Application-425592,1.0,724,-99.0
Application-424977,0.0,686,-99.0
Application-424372,0.0,708,-99.0
Application-425610,0.0,716,-99.0
Application-425607,1.0,755,1.0
Application-425558,1.0,735,-99.0
Application-425637,0.0,725,-99.0
Application-424042,1.0,719,-99.0
Application-425472,0.0,700,-99.0
Application-425376,0.0,691,-99.0
Application-425646,-99999.0,222,-99.0
Application-425132,0.0,706,-99.0
Application-425617,0.0,724,-99.0
Application-422733,0.0,762,1.0
Application-425665,-99999.0,222,-99.0
Application-425663,0.0,734,-99.0
Application-425328,-99999.0,222,-99.0
Application-425688,0.0,698,-99.0
Application-425549,0.0,656,-99.0
Application-425692,0.0,646,1.0
Application-423298,2.0,708,0.0
Application-425593,0.0,700,-99.0
Application-425717,0.0,762,4.0
Application-423758,0.0,721,-99.0
Application-425634,0.0,695,9.0
Application-425762,0.0,655,-99.0
Application-424572,0.0,725,0.0
Application-414767,0.0,741,-99.0
Application-409490,0.0,684,-99.0
Application-425606,0.0,697,-99.0
Application-425686,0.0,712,-99.0
Application-425683,0.0,703,-99.0
Application-423228,0.0,718,-99.0
Application-424717,0.0,694,-99.0
Application-422186,0.0,751,-99.0
Application-425834,0.0,681,-99.0
Application-425835,-99999.0,222,-99.0
Application-425673,0.0,600,1.0
Application-422493,0.0,765,1.0
Application-425604,0.0,621,-99.0
Application-425840,1.0,752,-99.0
Application-425843,0.0,700,-99.0
Application-425844,0.0,740,-99.0
Application-425846,0.0,687,-99.0
Application-422310,0.0,631,-99.0
Application-425678,0.0,633,3.0
Application-425000,0.0,736,-99.0
Application-425611,0.0,682,-99.0
Application-425816,0.0,699,-99.0
Application-425852,0.0,701,-99.0
Application-425230,0.0,708,-99.0
Application-425181,0.0,729,-99.0
Application-424934,-99999.0,222,-99.0
Application-425902,-99999.0,697,2.0
Application-425903,0.0,730,-99.0
Application-425908,0.0,711,-99.0
Application-424645,1.0,683,0.0
Application-425356,0.0,591,1.0
Application-425196,-99999.0,222,-99.0
Application-425890,-99999.0,222,-99.0
Application-425886,-99999.0,222,-99.0
Application-425871,0.0,715,-99.0
Application-423141,3.0,753,2.0
Application-422145,0.0,686,-99.0
Application-425787,-99999.0,222,-99.0
Application-420326,0.0,692,4.0
Application-425929,0.0,694,-99.0
Application-423954,0.0,690,-99.0
Application-425007,-99999.0,222,-99.0
Application-425933,1.0,666,1.0
Application-425934,1.0,680,-99.0
Application-421794,0.0,711,0.0
Application-425591,0.0,768,1.0
Application-424984,0.0,679,-99.0
Application-425114,0.0,679,3.0
Application-422758,0.0,727,-99.0
Application-425960,-99999.0,648,1.0
Application-425404,0.0,669,1.0
Application-425108,0.0,707,-99.0
Application-425150,0.0,748,-99.0
Application-425104,0.0,660,1.0
Application-425157,0.0,720,-99.0
Application-424523,0.0,634,1.0
Application-421233,-99999.0,222,-99.0
Application-425241,0.0,711,-99.0
Application-425956,0.0,744,1.0
Application-425958,0.0,673,-99.0
Application-424740,0.0,741,0.0
Application-424186,-99999.0,222,-99.0
Application-423813,-99999.0,222,-99.0
Application-425964,0.0,706,-99.0
Application-425967,0.0,737,-99.0
Application-425197,-99999.0,222,-99.0
Application-425978,1.0,607,-99.0
Application-425979,0.0,705,-99.0
Application-425268,-99999.0,222,-99.0
Application-426014,0.0,645,-99.0
Application-426017,0.0,687,-99.0
Application-426022,0.0,744,-99.0
Application-426025,-99999.0,222,-99.0
Application-424787,0.0,719,-99.0
Application-423097,-99999.0,665,1.0
Application-420447,0.0,648,-99.0
Application-422963,1.0,722,-99.0
Application-425927,1.0,649,-99.0
Application-423857,0.0,676,-99.0
Application-426009,0.0,751,-99.0
Application-424724,0.0,703,-99.0
Application-426065,0.0,747,-99.0
Application-426041,0.0,677,-99.0
Application-425501,0.0,718,-99.0
Application-425202,0.0,640,-99.0
Application-426046,3.0,654,-99.0
Application-424638,0.0,617,-99.0
Application-426027,0.0,742,-99.0
Application-425651,0.0,712,-99.0
Application-425669,0.0,759,-99.0
Application-425788,-99999.0,697,0.0
Application-418566,0.0,723,-99.0
Application-422220,0.0,648,-99.0
Application-425491,1.0,642,1.0
Application-424837,1.0,727,3.0
Application-425193,0.0,700,-99.0
Application-421973,0.0,709,-99.0
Application-426134,0.0,723,1.0
Application-424525,0.0,640,-99.0
Application-423915,0.0,709,-99.0
Application-425146,0.0,700,-99.0
Application-420830,0.0,706,-99.0
Application-426035,-99999.0,222,-99.0
Application-424628,4.0,813,1.0
Application-423810,0.0,703,0.0
Application-423625,2.0,671,1.0
Application-425418,0.0,723,-99.0
Application-425426,0.0,656,-99.0
Application-425430,-99999.0,678,1.0
Application-424408,-99999.0,222,-99.0
Application-425330,4.0,666,4.0
Application-425977,0.0,667,1.0
Application-422761,0.0,711,-99.0
Application-423350,0.0,681,-99.0
Application-423706,0.0,712,-99.0
Application-426091,0.0,728,0.0
Application-426031,0.0,718,-99.0
Application-424527,1.0,643,-99.0
Application-423497,0.0,698,-99.0
Application-425554,0.0,746,-99.0
Application-423703,0.0,610,-99.0
Application-419271,0.0,690,1.0
Application-425868,0.0,675,0.0
Application-424853,-99999.0,709,0.0
Application-426202,0.0,791,1.0
Application-423176,-99999.0,222,-99.0
Application-425921,0.0,705,-99.0
Application-425924,0.0,711,1.0
Application-425227,-99999.0,222,-99.0
Application-425560,0.0,755,5.0
Application-426153,0.0,727,-99.0
Application-426161,0.0,720,2.0
Application-426171,0.0,715,-99.0
Application-426182,0.0,691,-99.0
Application-426186,0.0,748,2.0
Application-426227,0.0,680,-99.0
Application-425565,0.0,657,-99.0
Application-425650,0.0,742,-99.0
Application-426211,0.0,732,-99.0
Application-424165,0.0,599,1.0
Application-426273,0.0,811,3.0
Application-426235,0.0,597,-99.0
Application-424728,0.0,722,-99.0
Application-425822,0.0,620,1.0
Application-425393,1.0,760,1.0
Application-423519,2.0,714,-99.0
Application-426234,0.0,698,-99.0
Application-426251,0.0,669,-99.0
Application-426257,1.0,717,2.0
Application-426262,0.0,710,-99.0
Application-425568,0.0,672,-99.0
Application-426295,1.0,717,-99.0
Application-426288,0.0,677,1.0
Application-426301,0.0,733,2.0
Application-426293,0.0,706,-99.0
Application-426364,0.0,710,-99.0
Application-419705,-99999.0,222,-99.0
Application-424201,0.0,732,-99.0
Application-410389,0.0,662,-99.0
Application-426199,0.0,702,-99.0
Application-426206,0.0,680,-99.0
Application-426213,3.0,681,1.0
Application-426223,0.0,738,-99.0
Application-426232,1.0,601,-99.0
Application-426296,0.0,731,-99.0
Application-426325,0.0,742,1.0
Application-422909,0.0,765,-99.0
Application-426331,0.0,703,-99.0
Application-426332,0.0,654,1.0
Application-426334,0.0,706,-99.0
Application-426362,0.0,686,-99.0
Application-426341,-99999.0,712,0.0
Application-426359,0.0,724,-99.0
Application-426345,0.0,632,-99.0
Application-426347,9.0,630,2.0
Application-426354,0.0,688,-99.0
Application-426330,0.0,688,-99.0
Application-426377,0.0,702,-99.0
Application-426381,0.0,762,3.0
Application-426389,1.0,718,2.0
Application-426368,0.0,720,-99.0
Application-422664,0.0,674,1.0
Application-424790,-99999.0,222,-99.0
Application-426172,0.0,700,-99.0
Application-424464,-99999.0,222,-99.0
Application-426371,2.0,628,-99.0
Application-426474,0.0,749,-99.0
Application-415434,0.0,689,-99.0
Application-426314,0.0,723,-99.0
Application-425690,0.0,697,-99.0
Application-425857,-99999.0,222,-99.0
Application-426353,-99999.0,222,-99.0
Application-426000,1.0,673,-99.0
Application-426343,0.0,704,-99.0
Application-410791,0.0,717,-99.0
Application-426465,-99999.0,222,-99.0
Application-426448,0.0,686,2.0
Application-426444,0.0,700,2.0
Application-426433,0.0,747,-99.0
Application-426467,1.0,716,-99.0
Application-426303,-99999.0,222,-99.0
Application-426412,0.0,599,1.0
Application-426406,0.0,723,-99.0
Application-418810,0.0,677,-99.0
Application-426404,1.0,690,-99.0
Application-426395,0.0,688,1.0
Application-425123,-99999.0,222,-99.0
Application-426030,0.0,680,-99.0
Application-425874,0.0,733,-99.0
Application-426184,1.0,710,2.0
Application-425588,0.0,743,-99.0
Application-426469,0.0,656,-99.0
Application-424609,0.0,684,-99.0
Application-425916,0.0,703,-99.0
Application-425920,0.0,680,-99.0
Application-425945,0.0,716,-99.0
Application-426054,1.0,682,-99.0
Application-426415,0.0,735,2.0
Application-426473,0.0,676,-99.0
Application-426485,0.0,681,-99.0
Application-426481,0.0,696,-99.0
Application-426484,0.0,715,-99.0
Application-426544,0.0,756,-99.0
Application-425475,0.0,596,-99.0
Application-426510,0.0,682,-99.0
Application-426498,0.0,718,-99.0
Application-426348,0.0,719,-99.0
Application-426438,0.0,695,-99.0
Application-426516,0.0,689,-99.0
Application-426521,0.0,722,-99.0
Application-426523,0.0,704,-99.0
Application-426300,1.0,691,-99.0
Application-426546,2.0,632,-99.0
Application-426547,1.0,676,2.0
Application-426549,0.0,659,1.0
Application-426551,0.0,723,-99.0
Application-425695,0.0,690,-99.0
Application-425999,0.0,726,-99.0
Application-414412,-99999.0,222,-99.0
Application-426073,0.0,691,-99.0
Application-426558,0.0,634,1.0
Application-423323,0.0,711,-99.0
Application-425601,-99999.0,222,-99.0
Application-424659,-99999.0,222,-99.0
Application-421458,0.0,697,-99.0
Application-425086,0.0,688,1.0
Application-425838,0.0,773,-99.0
Application-426562,0.0,850,5.0
Application-424661,0.0,789,0.0
Application-394969,-99999.0,222,-99.0
Application-426011,1.0,622,-99.0
Application-426543,3.0,788,3.0
Application-426187,0.0,706,-99.0
Application-426575,0.0,686,-99.0
Application-426403,0.0,590,-99.0
Application-426586,0.0,752,-99.0
Application-423850,4.0,654,1.0
Application-426472,0.0,711,-99.0
Application-424943,0.0,736,-99.0
Application-426590,0.0,727,-99.0
Application-426593,0.0,696,-99.0
Application-426594,0.0,751,1.0
Application-426598,0.0,690,-99.0
Application-426570,0.0,691,0.0
Application-424689,0.0,690,-99.0
Application-426603,0.0,693,-99.0
Application-426419,0.0,728,1.0
Application-420530,0.0,682,-99.0
Application-415644,0.0,660,-99.0
Application-422608,0.0,676,-99.0
Application-426633,0.0,736,-99.0
Application-426634,-99999.0,222,-99.0
Application-426644,0.0,750,-99.0
Application-426646,0.0,684,-99.0
Application-426399,0.0,647,0.0
Application-425293,0.0,690,-99.0
Application-426606,0.0,755,3.0
Application-426222,1.0,619,-99.0
Application-426622,0.0,717,-99.0
Application-426154,0.0,703,-99.0
Application-425484,0.0,738,1.0
Application-425873,0.0,672,-99.0
Application-426621,0.0,672,-99.0
Application-426689,-99999.0,222,-99.0
Application-426690,0.0,739,-99.0
Application-423593,-99999.0,222,-99.0
Application-426313,0.0,703,-99.0
Application-426440,0.0,713,-99.0
Application-426736,1.0,649,1.0
Application-426632,0.0,722,-99.0
Application-426287,2.0,670,3.0
Application-426579,4.0,681,5.0
Application-426628,4.0,715,12.0
Application-426684,-99999.0,658,1.0
Application-426231,0.0,647,-99.0
Application-426350,0.0,631,-99.0
Application-425764,0.0,686,-99.0
Application-426735,0.0,647,1.0
Application-421651,-99999.0,222,-99.0
Application-426247,-99999.0,222,-99.0
Application-417819,0.0,707,-99.0
Application-426807,2.0,752,1.0
Application-426774,0.0,587,1.0
Application-426609,1.0,663,2.0
Application-426770,0.0,642,-99.0
Application-418893,1.0,769,2.0
Application-426568,0.0,735,-99.0
Application-425474,0.0,762,-99.0
Application-426730,-99999.0,222,-99.0
Application-426742,1.0,713,-99.0
Application-425109,0.0,719,3.0
Application-423338,-99999.0,222,-99.0
Application-426477,1.0,730,1.0
Application-424990,0.0,704,1.0
Application-425461,0.0,702,-99.0
Application-426545,0.0,690,-99.0
Application-426146,0.0,714,-99.0
Application-426818,1.0,698,-99.0
Application-426685,1.0,697,1.0
Application-426378,0.0,695,0.0
Application-426825,-99999.0,222,-99.0
Application-420942,0.0,759,-99.0
Application-422788,2.0,788,8.0
Application-426840,2.0,686,3.0
Application-426464,0.0,764,-99.0
Application-425605,0.0,680,-99.0
Application-426829,14.0,696,4.0
Application-426107,0.0,707,-99.0
Application-425084,0.0,686,1.0
Application-424449,0.0,786,0.0
Application-426392,0.0,624,1.0
Application-425990,0.0,690,-99.0
Application-426862,0.0,700,1.0
Application-426866,0.0,716,3.0
Application-426036,0.0,599,-99.0
Application-424023,0.0,776,1.0
Application-425168,0.0,664,-99.0
Application-426410,0.0,692,-99.0
Application-426416,0.0,700,-99.0
Application-422976,0.0,718,-99.0
Application-425981,0.0,723,-99.0
Application-425991,0.0,720,-99.0
Application-423999,0.0,704,-99.0
Application-426800,0.0,673,-99.0
Application-424225,0.0,741,-99.0
Application-419135,1.0,603,3.0
Application-426411,0.0,673,6.0
Application-426394,0.0,715,-99.0
Application-425002,-99999.0,222,-99.0
Application-423317,-99999.0,222,-99.0
Application-426630,0.0,747,-99.0
Application-422808,0.0,671,-99.0
Application-417656,1.0,615,2.0
Application-426240,0.0,726,-99.0
Application-425006,0.0,712,-99.0
Application-426264,1.0,655,-99.0
Application-426461,0.0,683,-99.0
Application-426581,-99999.0,222,-99.0
Application-423509,-99999.0,222,-99.0
Application-423953,0.0,673,-99.0
Application-426848,1.0,665,1.0
Application-426850,0.0,739,-99.0
Application-426846,0.0,675,-99.0
Application-426854,0.0,692,-99.0
Application-426861,1.0,685,-99.0
Application-426864,1.0,689,2.0
Application-424969,0.0,671,-99.0
Application-426875,0.0,721,-99.0
Application-426882,0.0,702,-99.0
Application-426965,1.0,665,3.0
Application-426889,-99999.0,222,-99.0
Application-426912,0.0,725,1.0
Application-422160,0.0,719,-99.0
Application-426849,0.0,721,-99.0
Application-426787,0.0,691,-99.0
Application-426925,-99999.0,222,-99.0
Application-426520,1.0,593,-99.0
Application-426826,0.0,667,-99.0
Application-427004,0.0,737,1.0
Application-426970,0.0,714,-99.0
Application-426988,0.0,716,-99.0
Application-426994,0.0,749,-99.0
Application-426998,0.0,734,-99.0
Application-426867,-99999.0,222,-99.0
Application-426908,1.0,713,0.0
Application-423955,0.0,678,1.0
Application-417768,0.0,714,-99.0
Application-419242,-99999.0,222,-99.0
Application-426113,-99999.0,222,-99.0
Application-425141,0.0,710,-99.0
Application-426528,-99999.0,222,-99.0
Application-426468,-99999.0,222,-99.0
Application-426198,2.0,734,0.0
Application-427133,0.0,683,1.0
Application-426631,1.0,779,4.0
Application-425254,0.0,695,-99.0
Application-419415,0.0,726,-99.0
Application-427061,0.0,625,-99.0
Application-427063,-99999.0,222,-99.0
Application-427065,0.0,608,-99.0
Application-427069,-99999.0,222,-99.0
Application-427089,1.0,693,1.0
Application-427102,0.0,724,-99.0
Application-418021,3.0,694,-99.0
Application-427028,0.0,604,1.0
Application-427052,0.0,715,-99.0
Application-427019,0.0,664,1.0
Application-426916,0.0,712,-99.0
Application-427149,0.0,744,-99.0
Application-427145,0.0,614,1.0
Application-427146,1.0,765,-99.0
Application-425222,0.0,619,-99.0
Application-427082,3.0,695,4.0
Application-427007,0.0,729,-99.0
Application-426960,0.0,655,-99.0
Application-427158,0.0,716,-99.0
Application-426890,0.0,719,-99.0
Application-425267,0.0,795,3.0
Application-425570,2.0,632,-99.0
Application-425354,0.0,705,-99.0
Application-423008,1.0,672,-99.0
Application-423006,0.0,690,8.0
Application-426820,0.0,743,-99.0
Application-423017,0.0,690,3.0
Application-427186,0.0,702,-99.0
Application-427189,0.0,737,-99.0
Application-423825,0.0,695,-99.0
Application-422330,0.0,766,1.0
Application-426133,1.0,501,1.0
Application-423157,0.0,703,-99.0
Application-424710,0.0,687,-99.0
Application-414729,3.0,824,1.0
Application-426587,0.0,737,-99.0
Application-426189,-99999.0,222,-99.0
Application-427147,0.0,692,-99.0
Application-427184,0.0,678,-99.0
Application-427196,0.0,712,0.0
Application-427046,0.0,707,-99.0
Application-427200,0.0,741,-99.0
Application-427210,0.0,706,1.0
Application-424290,0.0,754,1.0
Application-426491,0.0,666,-99.0
Application-425479,0.0,771,-99.0
Application-425395,0.0,740,-99.0
Application-427240,3.0,696,-99.0
Application-427232,0.0,698,-99.0
Application-427226,0.0,614,1.0
Application-427247,0.0,705,-99.0
Application-426729,0.0,694,-99.0
Application-426753,0.0,694,0.0
Application-426686,2.0,647,1.0
Application-426258,1.0,684,-99.0
Application-426553,0.0,715,-99.0
Application-426615,0.0,671,-99.0
Application-427243,0.0,712,-99.0
Application-426782,0.0,605,-99.0
Application-425776,0.0,749,0.0
Application-426662,0.0,750,-99.0
Application-406293,0.0,715,-99.0
Application-426769,0.0,744,1.0
Application-426773,0.0,690,-99.0
Application-426790,0.0,707,-99.0
Application-427296,13.0,782,5.0
Application-423586,2.0,726,2.0
Application-426956,-99999.0,222,-99.0
Application-422830,-99999.0,222,-99.0
Application-424863,0.0,638,1.0
Application-424875,1.0,757,-99.0
Application-427097,0.0,689,-99.0
Application-426830,1.0,741,1.0
Application-426817,0.0,718,-99.0
Application-426823,0.0,718,-99.0
Application-426839,0.0,784,5.0
Application-426853,1.0,830,3.0
Application-426868,-99999.0,222,-99.0
Application-426191,0.0,712,0.0
Application-425895,0.0,709,-99.0
Application-425555,0.0,729,-99.0
Application-427307,0.0,669,-99.0
Application-427311,0.0,729,-99.0
Application-427315,0.0,569,1.0
Application-427275,-99999.0,629,1.0
Application-427154,0.0,707,-99.0
Application-412357,1.0,667,-99.0
Application-427353,0.0,781,-99.0
Application-420401,0.0,585,2.0
Application-426980,0.0,724,-99.0
Application-426995,0.0,719,-99.0
Application-425386,0.0,692,0.0
Application-426460,1.0,842,2.0
Application-427109,0.0,676,-99.0
Application-425971,0.0,745,-99.0
Application-426004,0.0,685,0.0
Application-420214,0.0,728,-99.0
